Name,X,Y,POP,NMV,SUM
Krivcevo,46.26667,14.66667,120,785,12
Cresnjice,46.33333,15.35,59,786,2
Lohaca,45.83295,14.2091,32,786,3
Rakitna,45.88833,14.44417,672,791,5
Potok v Crni,46.27062,14.63984,32,791,12
Selscek,45.8325,14.39556,124,792,3
Studor v Bohinju,46.29389,13.8975,117,792,12
Lavrovec,46.02481,14.18435,123,794,4
Raduha,46.36667,14.75,243,797,44
Lazec,45.65,14.63306,42,804,2
Zelezniki,46.21999,14.14159,3075,807,21
Gozd,45.90611,13.95833,124,809,4
Rep,46.42448,15.48842,41,810,14
Bele Vode,46.4125,14.96111,278,813,8
Veliki Vrh,45.77645,14.52822,57,815,2
Hocko Pohorje,46.50265,15.57303,469,819,2
Otlica,45.92722,13.90861,306,821,4
Zgornji Lehen na Pohorju,46.52656,15.30571,112,823,2
Kovk,45.91389,13.92972,134,827,2
Zgornja Sorica,46.21889,14.03028,167,831,4
Gore,46.0032,14.05642,129,836,8
Zgornja Radovna,46.43333,13.93333,73,840,2
Dole,45.98139,14.10611,125,842,4
Rejcov Gric,46.00328,13.98409,15,843,4
Mali Log,45.72222,14.58389,239,844,3
Javnik,46.6,15.36667,169,850,14
Sv. Duh na Ostrem Vrhu,46.61457,15.46128,112,852,3
Nemci,45.9925,13.77194,26,852,4
Podkraj,45.86056,14.06528,425,854,2
Kljucevica,46.1,15.08333,28,855,2
Smrecno,46.45,15.5,87,855,2
Obrne,46.31667,14.05,76,855,44
Podkoren,46.49412,13.75608,405,859,18
Belca,46.47833,13.915,170,860,92
Zgornji Boc,46.58333,15.46667,261,861,38
Sembije,45.59658,14.29234,229,863,5
Lokovec,46.04667,13.76896,281,878,12
Planina,45.84027,14.22673,815,891,23
Ledine,46.05,14.05,86,916,2
Mali Kum,46.08244,15.07135,23,919,2
Krzeti,45.7388,14.6086,49,922,2
Dovje,46.46863,13.97202,640,925,46
Poljana,46.25501,14.70986,17,939,20
Skomarje,46.41251,15.34202,185,941,17
Idrijske Krnice,46.05308,13.96386,140,963,9
Gorjuse,46.3,14.01667,150,969,18
Kalise,46.26667,14.68333,55,973,11
Zgornje Jezersko,46.3941,14.50659,568,985,14
Dolenje Poljane,45.68632,14.54131,11,992,6
Predmeja,45.95417,13.87389,379,1006,2
Resnik,46.43333,15.36667,117,1007,27
Log,46.47933,13.80607,93,1016,65
Podlom,46.26361,14.69556,42,1019,22
Srednji Vrh,46.49278,13.83639,32,1020,48
Podljubelj,46.412,14.275,807,1022,5
Lokve,46.00611,13.80194,104,1023,2
Koprivnik v Bohinju,46.31333,13.97,216,1040,2
Kranjska Gora,46.45689,13.77824,1439,1042,30
Dolina,46.4,14.33333,66,1043,4
Prihodi,46.45033,14.06123,106,1044,94
Vojsko,46.025,13.90667,209,1046,3
Spodnje Danje,46.23333,14.05,54,1049,1
Strmec,45.90823,14.0363,29,1050,8
Mrzli Log,45.92488,13.99881,25,1056,2
Planina na Pohorju,46.42547,15.39252,195,1057,18
Ribcev Laz,46.25853,13.85914,147,1116,15
Zabrdo,46.23333,14.06667,5,1154,2
Ratece,46.46815,13.71439,644,1188,13
Kamniska Bistrica,46.33333,14.6,23,1275,20
Logarska Dolina,46.39778,14.61479,104,1437,7
Rogla,46.46111,15.32798,1,1453,1
