Kraj,X,Y,Pop,NMV,SUM
Tratna ob Voglajni,46.19223,15.44946,21,336,0
Cucja Mlaka,45.88249,15.3389,21,158,0
Kozmerice,46.14869,13.73143,21,367,0
Poznikovo,45.80595,14.61037,21,574,0
Straza pri Dolu,46.33572,15.30593,21,422,0
Hiteno,45.81788,14.49453,21,742,0
Rudna Vas,46.04328,15.16445,21,581,0
Kamensko,46.00021,15.19217,21,428,0
Dobravica pri Vel. Gabru,45.91925,14.88187,21,313,0
Stranje pri Dobrnicu,45.88764,14.98466,21,378,0
Brezovica pri Trebelnem,45.92291,15.12641,21,432,0
Cresnjevec pri Ostrcu,45.81121,15.44186,21,677,0
Vrh pri Dolskem,46.10284,14.70128,21,521,0
Tehovec,46.11435,14.36809,21,639,0
Selska Gora,45.96112,15.02282,21,368,0
Zabjek,45.94663,14.95623,22,342,0
Zabavlje,45.50167,13.84222,22,359,0
Strukljeva Vas,45.83014,14.47153,22,684,0
Smohor,46.1825,15.18139,22,774,0
Podstrmec,45.80611,14.57333,22,570,0
Hudi Log,45.84139,13.60917,22,211,0
Hrib pri Hinjah,45.76667,14.885,22,516,0
Gornje Retje,45.81806,14.65611,22,604,0
Dolenje Grcevje,45.85,15.2,22,257,0
Dol,45.49576,15.05196,22,191,0
Sipek,45.51944,15.20101,22,161,0
Boga Vas,45.93331,14.87017,22,314,0
Zubejevo,46.23514,14.70118,22,576,0
Planica,46.21213,14.28398,22,701,0
Plazovje,46.13608,15.21499,22,418,0
Borovak pri Polsniku,46.04605,14.97226,22,752,0
Zagorica,46.05563,14.85112,22,288,0
Zirovse,46.16653,14.772,22,405,0
Lozec,45.52694,14.74388,22,432,0
Dobravica,46.28699,14.23817,22,503,0
Crnec,45.78778,14.62794,22,649,0
Graben,45.78317,14.65509,22,706,0
Moskrin,46.18942,14.28662,22,462,0
Daber,46.11622,13.88702,22,628,0
Cebine,46.16867,14.99686,22,630,0
Glinek,45.94096,15.09699,22,309,0
Podsmreka pri Velikih Lascah,45.8271,14.60792,22,582,0
Prazniki,45.8682,14.60825,22,501,0
Rtice,46.0684,15.00095,22,731,0
Senozeti,46.11018,14.92368,22,552,0
Vrh,46.12718,14.97774,22,664,0
Dren,45.49492,14.88273,22,575,0
Novi Vrh,46.70055,15.80288,22,329,0
Maline,45.90538,15.15962,22,389,0
Rozenberk,45.97914,15.12725,22,305,0
Gornje Impolje,45.97203,15.30879,22,403,0
Dolenje Zabukovje,45.91575,15.13505,22,486,0
Vrhovo pri Zuzemberku,45.85361,14.90278,23,290,0
Trtnik,46.21267,13.95533,23,978,0
Prtovc,46.24037,14.10431,23,1473,0
Kamniska Bistrica,46.33333,14.6,23,1275,0
Jelenja Vas,45.51667,15.05,23,413,0
Ceplje,45.536,15.0508,23,417,0
Grintovec pri Osilnici,45.52028,14.75417,23,416,0
Brezje,45.80784,14.38511,23,685,0
Bacne,46.09073,14.17955,23,497,0
Zavrtace,45.92984,14.75621,23,547,0
Bela Pec,46.2487,14.71781,23,724,0
Rozar,45.54693,13.8509,23,168,0
Osolnik,46.12629,14.34138,23,664,0
Zrnova,46.61967,16.01589,23,241,0
Jakovce,45.76755,13.96313,23,553,0
Prezigal,46.33517,15.46322,23,291,0
Konusko,46.20627,15.54361,23,296,0
Bukovski Vrh,46.14433,13.88285,23,846,0
Meglenik,45.91211,15.05681,23,356,0
Vrtace,45.86755,14.91864,23,386,0
Jakicevo,45.84195,14.61505,23,495,0
Marincki,45.83297,14.58695,23,528,0
Mali Kum,46.08244,15.07135,23,919,0
Hribarjevo,45.81146,14.45467,23,726,0
Obla Gorica,45.99747,14.90553,23,484,0
Visnji Grm,46.00725,14.88101,23,482,0
Male Kompolje,45.90061,14.82372,23,310,0
Nemska Gora,45.94993,15.43046,23,306,0
Tolsti Vrh,46.10807,14.82832,23,448,0
Gorenje Podpoljane,45.80517,14.66436,23,617,0
Brankovo,45.83042,14.60063,23,526,0
Vrh pri Sobracah,45.98575,14.88218,24,370,0
Veliki Rigelj,45.7262,15.06444,24,299,0
Senik,46.05917,13.52889,24,375,0
Podgrad pri Vremah,45.62583,14.02556,24,595,0
Osredek,46.05,15.01667,24,658,0
Meja,46.18812,14.37335,24,363,0
Dolnji Kriz,45.85591,14.91307,24,319,0
Cajnarje,45.83282,14.44418,24,710,0
Breznik,45.52448,15.15925,24,148,0
Bocaji,45.49472,13.83028,24,336,0
Lesnjake,45.85638,14.47912,24,782,0
Deskova Vas,45.49848,15.07049,24,404,0
Jarcje Brdo,46.17559,14.20864,24,629,0
Laze,46.15049,14.07619,24,857,0
Huda Polica,45.96239,14.60196,24,356,0
Korita,46.04473,14.07412,24,854,0
Tucna,46.24895,14.63714,24,532,0
Perati,46.20384,13.59175,24,839,0
Nestoplja Vas,45.62388,15.18685,24,186,0
Preska,45.98401,15.29433,24,456,0
Drca,45.81664,15.36157,24,309,0
Imenje,45.83453,15.36961,24,220,0
Babna Gora,45.89538,14.91486,24,320,0
Popovo,46.34752,14.26498,24,581,0
Purkace,45.86495,14.5454,24,769,0
Spital,46.10143,14.94315,24,688,0
Negovski Vrh,46.61072,15.90968,24,279,0
Stara Gora,46.59078,15.89722,24,294,0
Jersanovo,45.81501,14.46673,24,693,0
Lovranovo,45.81666,14.47165,24,684,0
Krkovo nad Faro,45.48392,14.89219,24,385,0
Cirnik,45.9622,15.01025,24,419,0
Sejenice,45.96261,14.98508,24,412,0
Sela pri Zburah,45.89878,15.22382,24,335,0
Praproce v Tuhinju,46.23833,14.71741,24,752,0
Vrh pri Fari,45.49139,14.89917,25,457,0
Velika Hubajnica,45.96667,15.3,25,446,0
Ravni Dol,45.89083,14.75556,25,466,0
Plesivica,45.83278,14.87833,25,370,0
Mala Goba,46.03822,14.97958,25,718,0
Knezina,45.5,15.21667,25,209,0
Jagrsce,46.09056,13.945,25,586,0
Hrastek,45.85,15.5,25,333,0
Dolnje Orle,45.9757,15.32522,25,355,0
Zagrajec,45.81861,13.69861,25,311,0
Golo Brdo,46.05773,13.50568,25,198,0
Kristandol,46.15137,15.12896,25,531,0
Mrzli Log,45.92488,13.99881,25,1056,0
Podbreg,46.23493,14.72794,25,596,0
Smrecje v Crni,46.25833,14.67712,25,735,0
Zavrh pri Crnivcu,46.26527,14.67941,25,884,0
Zagora,46.02664,13.60826,25,211,0
Dolanci,45.82451,13.88437,25,227,0
Lavtarski Vrh,46.21492,14.27276,25,732,0
Brlog,45.8464,15.48679,25,357,0
Hohovica,46.00984,14.96087,25,425,0
Prelesje,46.03472,15.08029,25,774,0
Gorenje,46.19431,14.82779,25,765,0
Krasnji Vrh,45.70704,15.34531,25,545,0
Papezi,45.56722,14.70033,25,374,0
Melanjski Vrh,46.62029,16.01193,25,265,0
Crni Potok pri Vel. Lascah,45.79931,14.61477,25,625,0
Vinec,46.1998,15.63756,25,263,0
Sodji Vrh,45.67866,15.24386,25,321,0
Otavnik,45.94397,15.23923,25,396,0
Cisti Breg,45.87324,15.37441,25,150,0
Bezgovica,46.18528,15.56065,25,303,0
Osojnica,46.03546,14.08632,25,590,0
Podgora pri Zlatem Polju,46.19201,14.7184,25,512,0
Veliki Jelnik,46.1851,14.78649,25,577,0
Vine,46.14471,14.98664,25,434,0
Spodnje Verjane,46.55,15.9,26,227,0
Rogatec nad Zelimljami,45.89889,14.56889,26,614,0
Ponikve,45.81694,14.44611,26,773,0
Otok,45.75351,14.37195,26,547,0
Obloke,46.17833,13.90611,26,646,0
Nemci,45.9925,13.77194,26,852,0
Maline pri Strekljevcu,45.7,15.21667,26,500,0
Mali Ban,45.82433,15.36698,26,305,0
Male Vrhe,45.91833,14.76417,26,575,0
Mala Strmica,45.91035,15.21866,26,373,0
Jezerca,46.26556,13.60583,26,567,0
Janezevo Brdo,45.60938,14.15194,26,591,0
Gornji Ig,45.92,14.49556,26,634,0
Slavce,46.02651,13.52741,26,227,0
Mala Lahinja,45.50315,15.2008,26,157,0
Prelesje,45.48962,15.06291,26,200,0
Znojile,46.23597,14.69395,26,545,0
Cresnjice nad Pijavskim,45.97146,15.408,26,342,0
Boltija,46.09259,14.85732,26,330,0
Pecice,45.98398,15.02535,26,413,0
Zavrh,46.04653,15.01782,26,734,0
Magolnik,46.05693,15.0553,26,661,0
Bistrica,46.03181,14.99822,26,671,0
Spodnji Petelinjek,46.18027,14.82531,26,504,0
Steske,45.87071,13.76056,26,115,0
Juncje,45.79758,14.63394,26,630,0
Celovnik,46.07471,15.19965,26,625,0
Gabrovo,46.16051,14.27831,26,641,0
Artmanja Vas,45.87048,14.9897,26,270,0
Kaplanovo,45.82126,14.59369,26,586,0
Breznik,46.13843,14.88549,26,514,0
Razpotje,46.14373,14.90644,26,435,0
Strmca,45.79693,14.54997,26,793,0
Malo Lipje,45.80479,14.92774,26,325,0
Poljane pri Primskovem,45.9949,14.92089,26,527,0
Brezovica pri Zlatem Polju,46.19185,14.73456,26,546,0
Vodice pri Slivnici,46.16857,15.4138,26,424,0
Zastranje,46.23499,15.5168,26,271,0
Lokve pri Dobrnicu,45.87825,14.98521,26,248,0
Gorenji Radenci,45.47037,15.08934,26,250,0
Zelezniki,45.67192,15.37783,26,227,0
Brezec pri Divaci,45.67027,14.00163,26,440,0
Zgornji Janzevski Vrh,46.55365,15.2816,26,595,0
Urslja Gora,46.5,14.93333,27,1051,0
Siroka Set,46.10548,14.87533,27,525,0
Praproce,45.53139,13.91694,27,426,0
Dolenje Otave,45.83583,14.41528,27,793,0
Crni Potok pri Dragi,45.58694,14.68056,27,444,0
Rudnica,46.14944,15.5375,27,541,0
Talcji Vrh,45.58591,15.16626,27,163,0
Laze pri Domzalah,46.13237,14.64603,27,394,0
Lovsko Brdo,46.13322,14.16146,27,593,0
Kozljevec,45.99691,14.71875,27,449,0
Zeleznica,45.89377,14.63315,27,499,0
Gradisica,45.59777,14.01472,27,623,0
Fijeroga,45.4923,13.75985,27,309,0
Ardro pod Velikim Trnom,45.96024,15.3895,27,354,0
Mackovec,46.15889,15.3527,27,592,0
Suhadol,46.10479,15.14414,27,342,0
Preveg,46.07866,14.98321,27,714,0
Brslenovica,46.19215,14.85947,27,750,0
Javorje pri Blagovici,46.18943,14.83293,27,644,0
Susa,46.18701,14.82376,27,607,0
Jama,45.75314,15.16118,27,248,0
Hrase pri Preddvoru,46.29708,14.37264,27,443,0
Zavrate,46.08401,15.1553,27,529,0
Zirovnica,46.07598,15.21793,27,637,0
Sele,46.17476,15.41975,27,490,0
Stopno,45.92822,15.29999,27,252,0
Migolska Gora,45.96337,15.03296,27,397,0
Podlisec,45.87346,14.96087,27,354,0
Skrjance,45.94581,15.02059,27,324,0
Opalkovo,45.8356,14.60198,27,558,0
Koblek,46.28273,15.33007,27,309,0
Razbore-K. O. Jezni Vrh,46.008,14.89834,27,478,0
Sela,45.86816,15.26416,27,195,0
Male Dole pri Temenici,45.95694,14.89479,27,308,0
Gornje Laze,45.69234,15.14831,27,461,0
Vidosici,45.67837,15.36813,27,289,0
Zapreval,46.17369,14.18441,28,962,0
Veliki Rakitovec,46.2,14.78333,28,836,0
Trava,45.60389,14.67222,28,766,0
Srednja Vas,46.36667,14.23333,28,685,0
Padez,46.06667,15.01667,28,812,0
Nova Sela,45.50528,14.88806,28,542,0
Kljucevica,46.1,15.08333,28,855,0
Gradicek,45.88806,14.76917,28,277,0
Dolenji Podsumberk,45.8888,14.9053,28,361,0
Dolenje Gradisce,45.76971,15.0538,28,216,0
Brce,45.57417,14.19139,28,476,0
Macki,45.84917,14.54639,28,681,0
Breg pri Golem Brdu,46.05205,13.50788,28,232,0
Rim,45.54058,15.29105,28,182,0
Trzic,45.77884,14.75921,28,589,0
Raca,46.13471,14.66248,28,307,0
Cerovo,45.92117,14.64244,28,358,0
Mihele,45.61468,13.89887,28,371,0
Susa,45.91231,14.56089,28,483,0
Krsic,46.25129,14.62011,28,515,0
Sovinja Pec,46.25214,14.70326,28,870,0
Gradnje,45.84344,15.46455,28,409,0
Ivandol,45.95384,15.43309,28,360,0
Kobile,45.95372,15.44132,28,340,0
Vrhulje,45.95256,15.41615,28,357,0
Zglavnica,46.04159,14.93875,28,573,0
Selce,46.19516,14.79759,28,671,0
Lunovec,46.44066,16.10283,28,293,0
Mlaka,46.3569,14.23657,28,521,0
Praprose,46.32446,14.25064,28,455,0
Breska Vas,45.86096,15.27441,28,153,0
Mackovec pri Skocjanu,45.93287,15.29754,28,264,0
Visoko pri Poljanah,46.1202,14.20978,28,551,0
Bavdek,45.83708,14.57574,28,586,0
Cetez pri Turjaku,45.87297,14.5944,28,511,0
Ravne pri Zireh,46.01241,14.11859,28,644,0
Jezce,46.00011,14.88882,28,383,0
Dolenje,45.78804,13.90228,28,353,0
Vrh pri Trebelnem,45.90731,15.13158,28,537,0
Srednji Radenci,45.46836,15.09406,28,195,0
Grivac,45.46472,14.83528,28,355,0
Podulaka,45.83599,14.61317,28,569,0
Marincev Gric,45.96113,14.22091,28,653,0
Mrse,45.58306,14.04611,29,710,0
Strmec,45.90823,14.0363,29,1050,0
Mevce,45.915,14.7775,29,405,0
Knezja Njiva,45.7125,14.50444,29,625,0
Grmada,45.9,14.98528,29,408,0
Drage,45.7,15.26667,29,420,0
Dolnje Mrasevo,45.76268,15.10201,29,224,0
Bosljiva Loka,45.51611,14.76611,29,397,0
Podturn,45.88279,15.14051,29,404,0
Studor,46.13961,14.09348,29,686,0
Vaseno,46.21467,14.69987,29,525,0
Vir pri Nevljah,46.22803,14.6628,29,437,0
Jevscek,46.19037,13.57611,29,833,0
Brezovica pri Stopicah,45.76618,15.23039,29,312,0
Rakovnik pri Bircni Vasi,45.7567,15.18032,29,244,0
Ravnica,46.32578,14.18985,29,427,0
Moverna Vas,45.62951,15.23242,29,168,0
Dolenji Vrh,45.87939,15.00849,29,484,0
Primstal,45.91695,15.03532,29,301,0
Jelenk,46.1835,14.91508,29,515,0
Petrinci,45.7504,14.59182,29,882,0
Gric,45.82979,15.41122,29,188,0
Vodice nad Kamnikom,46.25531,14.63394,29,611,0
Mali Cerovec,45.75349,15.23169,29,352,0
Gornje Praprece,45.94089,14.92146,29,316,0
Lisec,45.86716,14.95046,29,459,0
Mackovec,45.9527,14.96096,29,355,0
Spodnje Duplice,45.96259,14.68729,29,367,0
Smecice,45.96667,15.38333,30,358,0
Potok,45.98,14.12778,30,724,0
Misji Dol,45.98842,14.89769,30,387,0
Krn,46.26541,13.68044,30,2067,0
Gabrk,45.58222,14.115,30,748,0
Debece,45.99667,14.81528,30,529,0
Podgraceno,45.87453,15.6493,30,163,0
Primskovo,45.97173,14.91038,30,319,0
Runtole,46.27598,15.27124,30,264,0
Dolenji Radenci,45.46957,15.11691,30,511,0
Smoldno,46.13178,14.19924,30,578,0
Ledinsko Razpotje,46.02889,14.05006,30,728,0
Apnenik pri Velikem Trnu,45.95413,15.39341,30,291,0
Gunte,45.98225,15.4688,30,323,0
Bukovca,46.15014,15.20092,30,404,0
Konc,46.12761,15.23355,30,540,0
Dolgo Brdo,46.04998,14.92128,30,603,0
Dolnje Impolje,45.97194,15.31973,30,347,0
Primoz,45.97025,15.29811,30,504,0
Sotensko pod Kalobjem,46.18995,15.39166,30,344,0
Segonje,45.92794,15.28541,30,256,0
Pozirno,46.23034,14.24164,30,624,0
Sv. Petra Hrib,46.13402,14.28394,30,662,0
Kuk,46.1957,13.93859,30,487,0
Polje,46.1105,13.86232,30,591,0
Kriska Reber,45.95314,15.00083,30,348,0
Podlog,45.84981,14.60729,30,497,0
Blodnik,46.19316,14.91576,30,632,0
Selisce,45.73798,15.06715,30,211,0
Mihelca,45.98306,14.89724,30,407,0
Avgustine,45.83782,15.44171,30,323,0
Male Rebrce,45.85694,14.87351,30,255,0
Mala Lasna,46.19894,14.71395,30,698,0
Selce pri Moravcah,46.14703,14.7637,30,411,0
Spodnja Dobrava,46.13177,14.77235,30,402,0
Pristava pri Visnji Gori,45.94406,14.74798,30,544,0
Zgornji Kocjan,46.61373,16.04261,30,265,0
Podslivnica,45.80833,14.445,31,693,0
Nemska Loka,45.55861,15.04389,31,469,0
Gozd,46.34645,14.33342,31,1167,0
Filipcje Brdo,45.73778,13.88306,31,342,0
Dolnji Vrh,45.9625,14.9325,31,406,0
Brezovo Brdo,45.5771,14.08519,31,641,0
Nozno,46.03629,13.54426,31,354,0
Debeni,46.13353,14.09969,31,657,0
Dol,46.28699,14.7892,31,510,0
Mali Konec,46.00774,14.70322,31,586,0
Zgornje Duplice,45.96946,14.6837,31,349,0
Soze,45.53812,14.20521,31,498,0
Pungert,45.96772,14.89952,31,386,0
Velike Dole pri Temenici,45.95838,14.90512,31,380,0
Crni Vrh v Tuhinju,46.21831,14.80198,31,711,0
Kocarji,45.59636,14.95036,31,523,0
Koromaci-Boskini,45.46899,13.83406,31,377,0
Klake,46.10303,15.54213,31,434,0
Njivica,46.2673,14.24107,31,491,0
Sumnik,46.07986,14.96737,31,592,0
Sitarovci,46.52353,16.0815,31,192,0
Podplanina,45.60028,14.65092,31,617,0
Prilozje,45.59268,15.26858,31,159,0
Stravberk,45.86987,15.19537,31,498,0
Gradiski Dol,46.24758,15.61159,31,280,0
Drumlazno,46.33275,15.6242,31,263,0
Sveti Florijan nad Skofjo Loko,46.14384,14.23005,31,660,0
Benecija,45.90226,14.99321,31,331,0
Svetinja,45.87227,15.0053,31,377,0
Brdo,46.32986,14.26124,31,506,0
Logarji,45.82684,14.5897,31,520,0
Zabreznik,46.06972,14.11339,31,636,0
Gabrje pri Soteski,45.77665,15.03514,31,342,0
Bukovica pri Litiji,46.04339,14.91853,31,561,0
Hinjce,45.98652,15.19413,31,295,0
Gorenja Dobrava,45.91031,15.04954,31,282,0
Mrzla Luza,45.93133,14.97885,31,278,0
Skrlovica,45.80766,14.65028,31,671,0
Poljane pri Zuzemberku,45.85557,14.88675,31,322,0
Planina v Podbocju,45.82789,15.50996,31,740,0
Gornja Paka,45.60845,15.18578,31,177,0
Purga,45.52806,15.30611,31,199,0
Zajcje Polje,45.59639,14.89306,32,474,0
Srednji Vrh,46.49278,13.83639,32,1020,0
Srednje Laknice,45.93333,15.18333,32,255,0
Skadanscina,45.54806,14.0075,32,583,0
Mostje,46.4575,15.95694,32,219,0
Marolce,45.80056,14.64722,32,609,0
Mackovec,45.615,14.9625,32,701,0
Gorenje Kronovo,45.85,15.25,32,166,0
Glina,45.77167,14.49583,32,754,0
Damelj,45.43911,15.1886,32,218,0
Gaj,45.85888,15.65446,32,289,0
Ravne,46.26457,14.52104,32,690,0
Krnice pri Novakih,46.13942,14.06313,32,814,0
Poljane pri Sticni,45.99221,14.77656,32,648,0
Velike Rebrce,45.85971,14.86433,32,311,0
Pirsevo,46.22459,14.70711,32,509,0
Potok v Crni,46.27062,14.63984,32,791,0
Ortnice,46.10908,15.55215,32,297,0
Dol pri Laskem,46.11926,15.25412,32,350,0
Cirkuse,46.09658,14.86753,32,396,0
Jelenska Reber,46.03815,15.00906,32,751,0
Kompolje,46.17037,14.72553,32,364,0
Krizate,46.14696,14.83325,32,500,0
Iglenik,45.74007,15.25842,32,711,0
Rajnovsce,45.7642,15.18005,32,211,0
Lohaca,45.83295,14.2091,32,786,0
Zvabovo,45.8302,15.33282,32,224,0
Drobocnik,46.14076,13.74086,32,361,0
Tomazini,45.83801,14.58465,32,494,0
Velika Raven,46.35692,15.26692,32,584,0
Opale,46.02201,14.13976,32,691,0
Volcje,45.78548,14.51266,32,784,0
Jelse,45.87653,15.07507,32,306,0
Kraska Vas,45.86564,15.55643,32,250,0
Zadnja Vas,46.37225,14.23917,32,1093,0
Zavrh pri Borovnici,45.90278,14.34639,33,754,0
Veliki Korinj,45.84212,14.76951,33,615,0
Topla,46.48333,14.76667,33,1037,0
Studena Gora,45.51944,14.20139,33,552,0
Spodnje Jelenje,46.04046,15.00364,33,737,0
Ratje,45.78167,14.86556,33,427,0
Ratecevo Brdo,45.61854,14.203,33,541,0
Padez,45.88167,14.36389,33,712,0
Obcine,45.90917,14.96222,33,333,0
Mala Stanga,46.06167,14.76,33,586,0
Gradisce-K. O. St. Lovrenc,46.03333,15.06667,33,774,0
Dvori,45.45917,13.93472,33,252,0
Desenci,46.49279,15.91753,33,225,0
Cimerno,46.08333,15.11667,33,823,0
Zadlaz-Cadrg,46.21219,13.74759,33,886,0
Gabrje pod Spilkom,46.19556,14.81528,33,797,0
Becaje,45.83556,14.45278,33,707,0
Lepence,46.28278,13.97266,33,499,0
Hlevnik,46.0287,13.51136,33,194,0
Pusti Gradec,45.51551,15.19441,33,158,0
Veliki Kal,45.97592,14.83781,33,545,0
Gradiscak,46.48859,15.95023,33,304,0
Brise,46.24353,14.64365,33,452,0
Podjelse,46.24739,14.61602,33,443,0
Robic,46.24439,13.51504,33,255,0
Zablje,46.30658,14.3836,33,467,0
Dol,45.85251,15.47817,33,207,0
Nemska Vas,45.95485,15.42608,33,362,0
Volovnik,45.95082,15.45378,33,282,0
Skofce,46.11196,15.25153,33,393,0
Gradensak,46.54249,15.83811,33,295,0
Mala Sela,46.11189,14.81363,33,591,0
Preserje pri Zlatem Polju,46.19346,14.69123,33,563,0
Hrib nad Ribcami,46.11391,14.7577,33,458,0
Pretrz,46.15011,14.8226,33,567,0
Hudi Konec,45.77925,14.65933,33,712,0
Spodnji Jernej,46.30951,15.51862,33,312,0
Apnenik,45.81512,15.35071,33,288,0
Podpec nad Marofom,46.1065,15.37887,33,569,0
Voglajna,46.18244,15.42434,33,297,0
Krusni Vrh,45.90844,14.93953,33,389,0
Lipnik,45.91231,15.07452,33,421,0
Vrhovo pri Sentlovrencu,45.93794,14.92843,33,310,0
Gabrovec pri Dramljah,46.29136,15.36015,33,367,0
Nemska Vas na Blokah,45.78457,14.50072,33,750,0
Berkovski Prelogi,46.55896,16.08637,33,195,0
Selo pri Zagorici,45.8672,15.12862,33,256,0
Ribjek,45.93838,15.13015,33,273,0
Podsmreka pri Visnji Gori,45.95102,14.76498,33,358,0
Laze pri Bostanju,45.99084,15.27373,33,472,0
Zavrse pri Dobjem,46.13524,15.37761,33,552,0
Zagorica pri Catezu,45.95806,14.965,34,391,0
Vareje,45.62611,14.03611,34,638,0
Utovlje,45.75389,13.88333,34,337,0
Tublje pri Komnu,45.77381,13.72771,34,193,0
Spodnje Roje,46.24415,15.13687,34,258,0
Mali Koren,45.9,15.38333,34,175,0
Mala Loka pri Visnji Gori,45.94611,14.72472,34,363,0
Laze nad Krko,45.86361,14.79361,34,470,0
Krsinji Vrh,45.94135,15.22372,34,338,0
Jugorje pri Metliki,45.7148,15.23854,34,685,0
Gorice pri Famljah,45.66829,14.01263,34,443,0
Brje pri Koprivi,45.7775,13.84194,34,277,0
Bela,45.85372,14.0312,34,791,0
Gabrovnica,46.19556,14.75972,34,672,0
Naklo,45.59552,15.14052,34,344,0
Paka,45.78027,14.77134,34,415,0
Dobovlje,46.12457,14.64813,34,424,0
Lescevje,45.91707,14.77821,34,396,0
Curnovec,46.12979,15.34266,34,500,0
Kladje,46.1363,15.27859,34,391,0
Podbukovje pri Vacah,46.11639,14.88522,34,505,0
Dol pri Stopercah,46.29871,15.74895,34,365,0
Kapljisce,45.60498,15.26518,34,150,0
Peracica,46.34188,14.2393,34,493,0
Jeperjek,45.95543,15.24751,34,373,0
Sentjakob,45.86675,15.37138,34,152,0
Zakraj,46.10747,13.87623,34,650,0
Korenitka,45.91678,14.94534,34,342,0
Krtina,45.94137,14.95682,34,290,0
Trnje,45.93862,14.967,34,284,0
Rakova Steza,46.31971,15.30669,34,356,0
Mosenik,46.09561,14.93507,34,544,0
Dolenji Podborst,45.84574,15.08204,34,271,0
Jordankal,45.86648,15.0446,34,298,0
Lovnik,46.28227,15.55785,34,507,0
Dol pri Smarjeti,45.91614,15.22591,34,203,0
Klanec pri Gabrovki,45.99359,14.98612,34,483,0
Paunovici,45.48138,15.34541,34,270,0
Vukovci,45.4292,15.2123,34,240,0
Troscine,45.99833,14.70917,35,479,0
Tisovec,45.82167,14.77194,35,545,0
Ravne,45.84139,14.49333,35,828,0
Mali Rakitovec,46.201,14.77015,35,825,0
Mala Dobrava,45.9525,14.7825,35,432,0
Lepena,46.3088,13.65385,35,607,0
Jastrebnik,46.01667,14.78333,35,422,0
Dolenja Zetina,46.16667,14.15,35,954,0
Strmec,46.02139,15.07194,35,744,0
Mrseca Vas,45.87548,15.36206,35,152,0
Selo nad Laskim,46.12495,15.2661,35,456,0
Podtabor,45.60927,14.22936,35,647,0
Robidni Breg,46.05913,13.61618,35,133,0
Ravne,46.08798,14.96731,35,625,0
Boricevo,45.77969,15.13491,35,191,0
Jelovec,45.994,15.22855,35,347,0
Podbreze,45.72641,13.93494,35,439,0
Jerovska Vas,46.26613,15.54009,35,324,0
Sajenice,45.96836,15.03285,35,357,0
Lopatnik,46.35718,15.17579,35,819,0
Globocdol,45.87296,15.13189,35,329,0
Vrh pri Krizu,45.86104,14.88938,35,344,0
Ostroznik,45.94299,15.11627,35,242,0
Zgornje Vodale,45.96127,15.23329,35,443,0
Mali Videm,45.94562,14.9507,35,329,0
Kovski Vrh,46.11914,14.22245,35,685,0
Brezje pri Trebelnem,45.88195,15.12704,35,392,0
Zadlaz-Zabce,46.20851,13.76669,36,545,0
Stopce,46.13572,15.2631,36,324,0
Orlaka,45.87889,14.89,36,442,0
Male Vodenice,45.81667,15.4,36,599,0
Male Loce,45.54833,14.11278,36,505,0
Gornji Suhor pri Vinici,45.48246,15.17851,36,303,0
Golce,46.12444,14.91972,36,759,0
Loka pri Dobrni,46.35611,15.20472,36,700,0
Sveti Lenart,46.26979,14.54937,36,900,0
Zorenci,45.54083,15.20051,36,154,0
Selo nad Polhovim Gradcem,46.09598,14.29807,36,610,0
Mlaka nad Luso,46.16976,14.2039,36,687,0
Mrzlo Polje,45.93252,14.80792,36,319,0
Selo pri Radohovi Vasi,45.95548,14.87434,36,327,0
Vranja Pec,46.21054,14.67149,36,670,0
Goljevica,46.06128,13.60043,36,330,0
Avsa,46.20265,13.57604,36,1159,0
Slivje,45.85711,15.44716,36,149,0
Lipni Dol,46.10837,15.29236,36,396,0
Vrh,45.64708,14.49053,36,922,0
Zalog pri Kresnicah,46.10253,14.75175,36,426,0
Petane,45.76425,15.12755,36,253,0
Globoko,46.32374,14.20917,36,403,0
Stomaz,45.77412,13.92342,36,393,0
Spodnja Pristava,46.32608,15.47247,36,306,0
Brezje,46.56386,16.00375,36,247,0
Pristavica,45.85539,15.27096,36,176,0
Zaborst,45.91964,15.32404,36,198,0
Jazbina,46.21795,15.54179,36,256,0
Hrustovo,45.84044,14.60608,36,539,0
Selo pri Robu,45.83465,14.53021,36,812,0
Torovo,46.18805,14.4692,36,370,0
Radna Vas,45.90006,15.1086,36,441,0
Kalce,45.96053,15.41932,36,437,0
Javorje pri Gabrovki,46.02335,14.95507,36,593,0
Laze pri Vacah,46.11626,14.87139,36,491,0
Rjavce,45.58972,14.1,37,715,0
Ravne nad Sentrupertom,46.01667,15.06667,37,504,0
