Kraj,X,Y,Pop,NMV,SUM
Jareninski Dol,46.62889,15.69889,391,270,0
Ratez,45.81599,15.23974,391,209,0
Gavce,46.34085,15.02812,391,378,0
Zetale,46.27356,15.82658,392,312,0
Opatje Selo,45.85083,13.58361,392,170,0
Dolic,46.83655,16.10722,392,276,0
Sentjanz,46.01139,15.16722,394,333,0
Kungota pri Ptuju,46.42361,15.79056,394,241,0
Milje,46.26748,14.40599,394,430,0
Velesovo,46.26891,14.45122,395,439,0
Police,46.66271,15.96132,395,274,0
Dvor,45.81389,14.97111,395,313,0
Podnanos,45.79694,13.97139,395,175,0
Kamnica,46.09955,14.67915,395,286,0
Zepovci,46.69417,15.86972,396,223,0
Moravci v Slov. Goricah,46.52222,16.02639,396,300,0
Hotavlje,46.11222,14.11861,396,467,0
Podrecje,46.14118,14.61534,396,348,0
Tenetise,46.29806,14.35056,397,428,0
Gladomes,46.38963,15.49602,397,342,0
Laporje,46.34667,15.59472,398,284,0
Gorica Vas,45.73,14.73889,398,491,0
Bukovica pri Vodicah,46.17888,14.50707,398,329,0
Brezje pri Dobrovi,46.02778,14.34833,399,334,0
Crmosnjice pri Stopicah,45.77582,15.19141,399,191,0
Obrezje,45.84844,15.69394,401,136,0
Klanc,46.35,15.21667,401,418,0
Zaloze,46.29174,15.10052,401,363,0
Krizevci,46.78889,16.24694,402,285,0
Iska Vas,45.94,14.51,402,325,0
Zapuze,46.36373,14.19129,403,534,0
Lipje,46.35281,15.16003,403,430,0
Tisina,46.65806,16.09167,404,192,0
Strmca,46.15007,15.21992,404,311,0
Podkoren,46.49412,13.75608,405,859,0
Osek,45.9225,13.76611,405,185,0
Dramlje,46.27361,15.39472,405,294,0
Spodnja Scavnica,46.65013,15.9196,405,226,0
Tabor,46.23611,15.01833,406,320,0
Medno,46.12222,14.43639,406,325,0
Loka pri Zusmu,46.1575,15.51472,407,256,0
Gmajnica,46.20823,14.54461,407,344,0
Tupalice,46.28333,14.43333,408,450,0
Spodnji Kamenscak,46.51057,16.17768,408,206,0
Bukovec,46.4368,15.61557,408,361,0
Sv. Vid,46.59271,15.19281,408,391,0
Trzec,46.36556,15.87194,410,224,0
Nova Vas pri Markovcih,46.38333,15.93333,410,209,0
Gradac,45.61667,15.25,410,150,0
Laze,46.34157,15.1332,410,363,0
Vavta Vas,45.7818,15.08019,410,175,0
Ruperce,46.56667,15.73333,411,312,0
Luce,46.35611,14.74667,413,516,0
Dane pri Sezani,45.71611,13.88111,413,328,0
Murski Crnci,46.63889,16.11667,414,191,0
Vas,46.61652,15.27561,414,471,0
Skalce,46.34869,15.42261,414,368,0
Spodnja Korena,46.51192,15.76955,414,326,0
Zelimlje,45.91556,14.57139,416,362,0
Pernica,46.58,15.72778,416,248,0
Cirkovce,46.39988,15.73118,418,243,0
Brunsvik,46.43333,15.73333,418,247,0
Boraceva,46.64444,16.02417,418,215,0
Golo Brdo,46.11025,14.41586,418,432,0
Slap,45.84083,13.93417,419,131,0
Lukovica pri Domzalah,46.16988,14.69179,419,341,0
Gornji Petrovci,46.80528,16.2225,419,281,0
Zgornja Recica,46.17056,15.16361,419,381,0
Zgornja Korena,46.524,15.77226,419,275,0
Turski Vrh,46.35543,16.05759,419,241,0
Pecarovci,46.74806,16.15194,420,319,0
Gornji Lakos,46.55306,16.41806,421,163,0
Sesce pri Preboldu,46.23583,15.12702,421,282,0
Vukovski Dol,46.62479,15.71692,421,305,0
Hrase,46.16667,14.45,422,496,0
Dolenja Vas,46.21667,14.23333,422,447,0
Baselj,46.31667,14.4,422,568,0
Zavrse,46.42495,15.15437,422,794,0
Sebenje,46.33333,14.3,423,494,0
Zgornje Stranje,46.25,14.6,424,417,0
Plesivec,46.40917,15.105,424,579,0
Podkraj,45.86056,14.06528,425,854,0
Dolnji Slaveci,46.78333,16.06667,425,239,0
Skrilje,45.91556,14.54111,426,603,0
Salovci,46.825,16.29806,426,248,0
Rosnja,46.47861,15.74639,426,236,0
Crnice,45.91056,13.77667,426,244,0
Orehova Vas,46.47008,15.66856,427,267,0
Zgornja Selnica,46.55896,15.49599,428,410,0
Drnovo,45.91722,15.48472,428,159,0
Zalosce,45.88778,13.74694,428,72,0
Vaneca,46.73333,16.15,429,253,0
Poljane nad Skofjo Loko,46.12099,14.18622,429,389,0
Hrasce,45.7775,14.14917,429,559,0
Spodnji Brnik,46.22972,14.48639,430,369,0
Bodonci,46.74417,16.09222,431,312,0
Dvorje,46.26726,14.48353,431,609,0
Stranska Vas,45.76454,15.15507,432,257,0
Krnica,46.38073,13.9578,433,1429,0
Kozjak,46.4075,15.2025,433,769,0
Sujica,46.06667,14.41667,434,318,0
Most na Soci,46.14694,13.73889,434,240,0
Cirkulane,46.34408,15.99472,434,240,0
Spodnje Dobrenje,46.62392,15.65744,435,269,0
Podsmreka,46.03972,14.43111,435,314,0
Dobravlje,45.88389,13.84528,435,118,0
Vescica,46.66667,16.13333,436,192,0
Retje,45.70556,14.58333,436,718,0
Levec,46.24278,15.21944,437,244,0
Trnice,46.45091,15.74869,437,246,0
Prigorica,45.71194,14.7525,438,480,0
Zalog pri Cerkljah,46.227,14.52085,440,353,0
Gabrje,46.07027,14.40902,440,325,0
Selo,45.89,13.78833,441,151,0
Kapca,46.55528,16.38278,441,163,0
Ribnica na Pohorju,46.535,15.27278,443,669,0
Mavcice,46.18179,14.39484,443,356,0
Lahovce,46.21904,14.50642,443,358,0
Hrastovec,46.37472,16.03722,443,303,0
Precna,45.81667,15.11667,444,188,0
Sutna,46.20659,14.31061,444,420,0
Psata,46.1,14.6,445,285,0
Stopice,45.76944,15.20967,445,223,0
Sora,46.13999,14.36348,446,603,0
Cankova,46.72083,16.0225,446,215,0
Vrbno,46.2192,15.36696,446,263,0
Paka pri Velenju,46.38306,15.16333,447,577,0
Bericevo,46.08333,14.61667,449,270,0
Loznica pri Zalcu,46.26584,15.17438,450,269,0
Gornji Slaveci,46.81667,16.06667,451,252,0
Velika Piresica,46.28556,15.17944,452,280,0
Lancovo,46.33333,14.16667,452,473,0
Hrusevo,46.06742,14.38697,452,352,0
Vurberk,46.48562,15.78586,452,242,0
Spodnja Velka,46.65,15.76667,453,290,0
Vir pri Sticni,45.9525,14.81778,454,411,0
Lepa Njiva,46.36667,14.98333,454,500,0
Janzeva Gora,46.55475,15.47443,454,400,0
Poljubinj,46.18427,13.76611,456,488,0
Nova Cerkev,46.31278,15.28556,457,301,0
,45.97359,13.53671,457,111,0
Gmajna,46.52756,15.061,457,634,0
Petkovec,45.96917,14.19861,458,652,0
Bac,45.63337,14.25776,458,577,0
Pertoca,46.77944,16.02667,459,262,0
Sadinja Vas,46.02395,14.61049,459,301,0
Cvetkovci,46.40926,16.06707,459,197,0
Dolenja Vas,46.12675,14.9888,460,389,0
Zabovci,46.4,15.91667,461,224,0
Planina,45.85708,13.90388,461,271,0
Markovci,46.39557,15.92831,462,222,0
Zminec,46.15,14.28333,464,401,0
Rova,46.18333,14.63333,466,396,0
Brezno,46.59556,15.32,466,444,0
Recica ob Paki,46.32444,15.04333,466,311,0
Preserje,45.87139,13.78778,466,178,0
,46.24194,15.17849,466,248,0
Podlipa,46.00694,14.225,467,381,0
Spodnje Secovo,46.24204,15.65994,467,244,0
Hocko Pohorje,46.50265,15.57303,469,819,0
Breznica,46.39385,14.15409,470,541,0
Srednja Bistrica,46.55417,16.27889,471,170,0
Videm pri Ptuju,46.36861,15.90639,471,219,0
Selovec,46.55071,15.02648,471,718,0
Sebeborci,46.71028,16.19917,473,219,0
Prosenisko,46.23944,15.34806,473,273,0
Dolenja Vas,45.78611,14.34722,473,555,0
Utik,46.16974,14.51085,473,341,0
Radmirje,46.33,14.85111,475,408,0
Podmolnik,46.01667,14.6,475,352,0
Manzan,45.50861,13.75444,475,112,0
Bukovica,45.90083,13.66722,475,78,0
Podlipovica,46.15622,14.91408,476,427,0
Vinje,46.11667,14.66667,477,410,0
Filovci,46.66139,16.305,478,173,0
Ljubno,46.31667,14.25,479,432,0
Marezige,45.50972,13.80306,480,288,0
Orehovlje,45.88833,13.61083,480,52,0
Ziganja Vas,46.31667,14.3,481,539,0
Zgornje Gameljne,46.12932,14.49084,482,324,0
Sv. Danijel,46.58333,15.08333,482,553,0
Podkraj,46.1,15.13333,482,367,0
Grahovo,45.76917,14.42222,482,568,0
Malija,45.50528,13.63833,483,225,0
Livold,45.61167,14.89167,483,466,0
,46.20892,15.34763,483,310,0
Sveti Jurij,46.79672,16.03365,484,230,0
Skofja Vas,46.26792,15.29117,485,249,0
Arclin,46.27444,15.30306,485,262,0
Mezgovci ob Pesnici,46.42569,15.96923,485,215,0
Marjeta na Dravskem Polju,46.4525,15.73694,486,249,0
Loka pri Zidanem Mostu,46.0575,15.20722,486,214,0
Ljubija,46.35,14.98333,486,473,0
Knezak,45.62454,14.2448,486,586,0
Jesenca,46.43333,15.65,486,263,0
Smolenja Vas,45.81667,15.2,487,204,0
Muretinci,46.38528,15.99444,487,210,0
Recica ob Savinji,46.31667,14.91667,489,360,0
Breg ob Savi,46.20614,14.38242,489,375,0
Kavce,46.34538,15.10242,489,409,0
Ponikve,45.86,14.65306,490,465,0
Krizevci pri Ljutomeru,46.56833,16.13861,490,185,0
,46.25121,14.43308,490,411,0
Strocja Vas,46.5125,16.22389,492,173,0
Ponikva,46.25306,15.44694,492,340,0
Vrtovin,45.93131,13.83036,492,1130,0
Kompole,46.21148,15.33289,492,289,0
Kompolje,45.81639,14.71528,494,432,0
Vanca Vas,46.67028,16.09806,495,196,0
Prebacevo,46.21306,14.3975,495,367,0
Dol pri Borovnici,45.92944,14.35389,496,295,0
Col,45.87583,14.005,496,490,0
Kriz,46.20222,14.56639,498,379,0
Zgornje Gorje,46.37962,14.06937,500,609,0
Smlednik,46.16417,14.4325,500,358,0
Plavje,45.57417,13.80278,500,92,0
Golo,45.90972,14.54444,500,687,0
Lukovica pri Brezovici,46.01536,14.39386,501,290,0
Velike Brusnice,45.80405,15.25772,502,277,0
Gornji Dolic,46.42333,15.18444,502,520,0
Vrzdenec,46.02028,14.27083,503,385,0
Srednja Vas v Bohinju,46.295,13.92389,505,585,0
Gradisce nad Prvacino,45.88889,13.70167,505,110,0
Grajenscak,46.48333,15.81667,506,311,0
Zabreznica,46.4,14.15,507,613,0
Voklo,46.21611,14.42306,507,374,0
Depala Vas,46.13333,14.58333,507,294,0
Pernovo,46.29065,15.18618,507,335,0
Dolnji Zemon,45.54806,14.26611,508,439,0
Cresnjevec,46.37583,15.61639,510,294,0
Spodnje Duplje,46.3,14.3,512,445,0
Hotemaze,46.28109,14.42091,512,440,0
Brezje,46.32897,14.23229,513,488,0
Lokve,45.60167,15.17389,514,183,0
Bezena,46.54798,15.53334,515,299,0
Bonini,45.52861,13.78194,516,75,0
Liboje,46.21111,15.195,516,302,0
Goricane,46.13936,14.3936,516,408,0
Zgornje Duplje,46.30725,14.29119,517,450,0
Verje,46.14699,14.41887,517,367,0
Arja Vas,46.25866,15.18911,517,251,0
Draza Vas,46.33333,15.48333,518,284,0
Hrastovec v Slov. Goricah,46.56472,15.78861,518,250,0
Gacnik,46.61667,15.7,520,269,0
Tropovci,46.65361,16.10333,521,192,0
Tepanje,46.34778,15.47611,521,296,0
Podreca,46.17278,14.41306,521,342,0
,46.42204,16.02938,523,212,0
Unec,45.81556,14.29389,524,519,0
Kolomban,45.59036,13.74749,524,163,0
Vitovlje,45.93917,13.76556,526,445,0
Smokuc,46.38555,14.16466,527,533,0
Podcetrtek,46.15694,15.59861,528,220,0
Obrez,46.39972,16.23194,528,194,0
Cezarji,45.53917,13.80528,528,89,0
Apace,46.69722,15.91056,528,218,0
Podpec,45.96972,14.4175,529,326,0
Kalce,45.89556,14.19361,529,500,0
Drazenci,46.38333,15.85,529,230,0
Rocevnica,46.35351,14.28515,529,597,0
Podgorci,46.42917,16.06361,530,267,0
Serdica,46.81903,16.03034,532,241,0
Zgornja Scavnica,46.65722,15.84139,533,259,0
Zgornja Kungota,46.63917,15.61556,535,273,0
,46.13435,14.39542,535,393,0
Bezina,46.36025,15.42661,536,367,0
,46.11541,14.39582,536,412,0
Bogojina,46.67611,16.28389,537,185,0
Veliko Mlacevo,45.93694,14.68167,538,343,0
Prepolje,46.44417,15.76389,538,243,0
Cesta,45.88794,13.86961,538,114,0
Martjanci,46.68639,16.19778,539,190,0
Leskova Dolina,45.62139,14.46056,539,834,0
Visole,46.40353,15.52757,539,462,0
Valburga,46.16667,14.43333,540,352,0
,46.65573,16.13903,541,191,0
Sinja Gorica,45.97556,14.31833,542,308,0
Sentjanz pri Dravogradu,46.56111,15.03889,543,352,0
Spodnja Slivnica,45.92442,14.6575,544,395,0
Kozina,45.61,13.93556,544,494,0
,45.52028,13.73584,544,55,0
Slovenja Vas,46.45,15.8,546,228,0
Skocjan,45.53359,13.76363,546,30,0
Bohinjska Bela,46.34889,14.06389,546,497,0
Dobrna,46.3375,15.22639,548,381,0
Vrhpolje,45.86444,13.96139,549,137,0
Slovenska Vas,45.95534,15.09164,549,245,0
,45.51849,13.71757,550,67,0
Gaberje,46.55472,16.4,552,163,0
Malecnik,46.55417,15.70278,553,276,0
Zeljne,45.65861,14.88639,555,473,0
Lancova Vas,46.37111,15.85639,555,230,0
Krska Vas,45.9,15.56667,555,146,0
Gorica pri Slivnici,46.18722,15.4325,557,282,0
Kovaca Vas,46.41073,15.5595,557,383,0
Gorica pri Smartnem,46.27444,15.23083,558,277,0
Leskovec,46.38333,15.63333,561,246,0
Hrastje,46.5317,15.57351,561,480,0
Kamna Gorica,46.31667,14.2,563,532,0
Mihovci pri Vel. Nedelji,46.40584,16.11121,563,192,0
Trnje,46.5875,16.30833,564,167,0
Gabernik,46.42609,15.59364,564,381,0
Gerecja Vas,46.43333,15.81667,566,233,0
Gazon,45.51889,13.70139,566,255,0
Zgornja Bistrica,46.39918,15.5424,567,353,0
Zice,46.315,15.47972,568,289,0
Zgornje Jezersko,46.3941,14.50659,568,985,0
Zgornje Partinje,46.59556,15.75861,569,320,0
Ponova Vas,45.93833,14.63278,569,333,0
Vanganel,45.51722,13.77583,571,26,0
,46.18466,14.59525,571,340,0
Dolenja Vas,46.24093,15.09494,573,273,0
Sela pri Dobovi,45.91667,15.63333,575,162,0
Strunjan,45.525,13.60556,576,6,0
Nedelica,46.61667,16.33333,576,170,0
Videm,45.85,14.69417,577,439,0
Srednje Bitnje,46.21667,14.33333,579,381,0
Kosnica pri Celju,46.21667,15.23333,579,329,0
Spodnje Gameljne,46.11667,14.5,581,296,0
Lipa,46.60694,16.2875,581,172,0
Smarjeske Toplice,45.86242,15.22188,582,282,0
Kanizarica,45.55,15.16667,583,176,0
,46.52846,14.89385,586,566,0
Sared,45.51122,13.65377,587,246,0
,46.56721,16.31499,587,167,0
Volce,46.1754,13.70785,588,201,0
Kriz,45.74472,13.86583,592,334,0
Dolsko,46.09194,14.67722,595,261,0
,46.32446,13.84461,595,1551,0
Hotedrsica,45.93028,14.14222,598,546,0
Studence,46.30874,15.16275,600,419,0
Zirovnica,46.40472,14.14,601,605,0
Gortina,46.60583,15.12639,601,370,0
Kozjak nad Pesnico,46.61,15.63444,602,270,0
Zimica,46.53333,15.75,604,316,0
Senozece,45.72111,14.04111,610,575,0
Ribno,46.32742,14.11004,611,800,0
Dolnja Bistrica,46.54,16.28861,612,171,0
Zgornja Volicina,46.53333,15.78333,614,275,0
Podgrad,45.52167,14.14611,614,573,0
Godesic,46.16667,14.35444,614,357,0
Cven,46.54722,16.21917,614,173,0
Spodnje Poljcane,46.31455,15.58973,614,300,0
Polhov Gradec,46.06694,14.31611,617,377,0
Kobilje,46.68472,16.39778,618,183,0
Moste,46.41667,14.13333,619,710,0
Lopata,46.26031,15.22936,619,248,0
Spodnje Jarse,46.15,14.6,621,309,0
Bocna,46.28944,14.855,621,417,0
Renkovci,46.63667,16.30278,622,174,0
Galicija,46.29917,15.19556,625,412,0
Vrbje,46.25,15.15,626,257,0
Ursna Sela,45.71888,15.12551,626,340,0
Gabrje,45.7825,15.27556,626,376,0
,46.43289,15.82614,628,226,0
Zrkovci,46.54778,15.7075,629,245,0
Stari Trg,46.5,15.06667,629,413,0
Lukavci,46.54333,16.15278,630,177,0
,46.15064,14.31186,630,388,0
Retece,46.15981,14.36662,630,349,0
Slivnica pri Mariboru,46.47639,15.65583,631,280,0
Gozd Martuljek,46.47517,13.86368,631,838,0
Dolga Vas,46.58778,16.44167,633,163,0
,46.27469,14.74917,633,538,0
Spodnja Recica,46.16417,15.21528,635,280,0
Mokronog,45.93417,15.14083,637,312,0
Majsperk,46.35167,15.73361,637,283,0
Puconci,46.70667,16.15639,638,205,0
Dovje,46.46863,13.97202,640,925,0
Spodnji Slemen,46.56667,15.53306,641,469,0
Smartno ob Paki,46.33333,15.03333,642,322,0
Loz,45.72417,14.46889,642,594,0
Ratece,46.46815,13.71439,644,1188,0
Crni Vrh,45.92417,14.04361,648,702,0
Dravski Dvor,46.46722,15.71639,648,252,0
Lendavske Gorice,46.56209,16.4673,648,217,0
Komen,45.81528,13.74833,650,267,0
Gaj,46.40538,15.67255,653,247,0
Migojnice,46.23333,15.16667,654,266,0
Grize,46.22944,15.15056,654,294,0
Brdinje,46.53333,15,654,657,0
Prelog,46.12665,14.61231,656,292,0
Begunje pri Cerknici,45.81806,14.38222,658,613,0
Trboje,46.2,14.41667,662,359,0
Lovrenc na Dravskem Polju,46.37361,15.77917,664,236,0
Crnece,46.58848,15.00093,665,353,0
Selca,46.22444,14.20556,666,469,0
Petanjci,46.65333,16.06611,667,196,0
Dolenji Bostanj,46.00944,15.29083,667,176,0
Voglje,46.21556,14.43861,668,373,0
Kozje,46.075,15.56028,669,285,0
Plintovec,46.63756,15.61895,669,272,0
Breg,46.4,14.13333,670,542,0
Rakitna,45.88833,14.44417,672,791,0
Pivola,46.50247,15.62126,672,373,0
Virmase,46.18333,14.33333,673,361,0
Gomilica,46.60333,16.31194,673,168,0
Srednje Jarse,46.15659,14.5957,674,316,0
Zgornje Hoce,46.49183,15.62315,676,323,0
Srednje Gameljne,46.12953,14.50472,676,392,0
Spodnja Volicina,46.54444,15.815,679,242,0
Mestni Vrh,46.44333,15.86528,679,293,0
Njiverce,46.40367,15.80675,682,236,0
Loce,46.29972,15.5,684,270,0
Gaberke,46.39715,15.07903,684,397,0
Grad,46.8,16.1,686,337,0
Moskanjci,46.42028,15.99333,688,213,0
Godic,46.25684,14.60969,689,446,0
Bizeljsko,46.01494,15.69285,691,174,0
Podbrdo,46.21,13.96444,695,598,0
Kostanjevica na Krki,45.84611,15.42222,695,152,0
Bratonci,46.61806,16.21917,698,181,0
Kampel,45.51372,13.74571,699,53,0
Dobja Vas,46.54326,14.94261,700,413,0
Zgornji Brnik,46.23896,14.48436,704,361,0
Godovic,45.95778,14.09361,704,599,0
Prestranek,45.73033,14.18622,708,531,0
Krmelj,45.98472,15.18944,708,283,0
Cersak,46.69917,15.66917,708,312,0
Dvorjane,46.49116,15.76336,714,231,0
Dutovlje,45.75806,13.83222,715,291,0
Stanezice,46.11667,14.43333,716,346,0
Mislinjska Dobrava,46.46528,15.12389,717,508,0
Polica,45.98197,14.70498,720,434,0
Prevoje pri Sentvidu,46.16667,14.66667,721,333,0
Gornja Bistrica,46.56667,16.26667,725,171,0
Velike Lasce,45.83222,14.63639,729,537,0
Stara Vrhnika,45.97417,14.28111,730,319,0
Sv. Trojica v Slov. Goricah,46.57667,15.87694,730,272,0
Dolenja Vas,45.70611,14.75444,731,485,0
Smrjene,45.9375,14.59194,732,437,0
Moravske Toplice,46.68313,16.2208,735,188,0
Vrhpolje pri Kamniku,46.23333,14.63333,737,390,0
Krtina,46.14834,14.65228,739,310,0
,46.27973,15.05669,739,292,0
Videm,46.08338,14.63632,740,267,0
Trcova,46.54225,15.71924,740,260,0
Volcja Draga,45.90694,13.6775,743,74,0
Dobova,45.89716,15.66371,744,142,0
Kresnice,46.10204,14.78575,745,288,0
Jezero,45.97,14.43306,751,295,0
,46.13539,14.61294,752,294,0
Gradisce,45.92215,14.5874,752,528,0
Salka Vas,45.65333,14.8825,758,472,0
Senozeti,46.09139,14.73306,759,283,0
Korte,45.49056,13.67056,762,96,0
Dogose,46.52306,15.70667,763,246,0
Podkraj pri Velenju,46.3525,15.08917,764,434,0
Strahinj,46.28333,14.31667,765,417,0
Pijava Gorica,45.95111,14.57194,766,334,0
Zlatolicje,46.45556,15.79111,768,239,0
Suhadole,46.18333,14.55,770,325,0
Grgar,45.99861,13.67389,772,288,0
Secovlje,45.47667,13.62333,773,15,0
Hotiza,46.54944,16.36028,773,166,0
Otocec,45.83967,15.22528,776,213,0
Vransko,46.24389,14.95139,778,342,0
Rimske Toplice,46.1226,15.1919,778,308,0
Lokev,45.66111,13.92806,780,453,0
Vuhred,46.59472,15.2375,782,344,0
Smarje,45.50139,13.71778,784,270,0
Ihan,46.12083,14.62,784,289,0
Letus,46.31583,15.025,785,309,0
Podbrezje,46.3,14.28333,788,445,0
Kovor,46.35,14.28333,788,541,0
Gorisnica,46.41472,16.01389,788,210,0
Zgornja Besnica,46.26667,14.28333,789,466,0
Hrpelje,45.60722,13.94278,792,492,0
Sladki Vrh,46.68892,15.73719,794,337,0
Spodnje Pirnice,46.13472,14.43861,796,331,0
Dolenjske Toplice,45.75657,15.05917,797,178,0
Dornberk,45.88972,13.73694,798,61,0
Sticna,45.96056,14.81028,799,421,0
Dobrovce,46.48028,15.70278,799,260,0
Apace,46.37694,15.8025,802,235,0
Starse,46.46583,15.76722,803,240,0
Homec,46.18333,14.6,806,337,0
Podljubelj,46.412,14.275,807,1022,0
Kropa,46.3,14.2,807,588,0
Melinci,46.57361,16.23667,808,176,0
Planina,45.84027,14.22673,815,891,0
Crna Vas,45.99694,14.47056,817,285,0
Cresnjevci,46.65472,15.99583,817,230,0
Budanje,45.87471,13.948,817,245,0
Kicar,46.45194,15.91222,819,289,0
Zgornja Velka,46.67528,15.76917,821,373,0
Locica ob Savinji,46.26362,15.09713,825,274,0
Izakovci,46.58889,16.22111,827,186,0
Andraz nad Polzelo,46.325,15.0925,828,390,0
Dolga Vas,45.61694,14.88472,829,461,0
Stara Loka,46.17311,14.30041,830,364,0
Sodrazica,45.76111,14.63556,832,542,0
Florjan,46.3932,15.00912,836,466,0
Zbilje,46.16667,14.41667,837,350,0
Preddvor,46.3025,14.42306,837,488,0
Centiba,46.55556,16.4975,839,198,0
Kasaze,46.23333,15.2,842,250,0
Loka pri Mengsu,46.15,14.56528,844,308,0
Ozeljan,45.94361,13.73028,847,111,0
Podvinci,46.4325,15.91667,852,231,0
Rodica,46.14748,14.59211,857,306,0
Zgornja Hajdina,46.40611,15.83861,858,232,0
Petisovci,46.52722,16.46139,859,160,0
Brezje pri Grosupljem,45.95028,14.64222,861,325,0
Zadobrova,46.26581,15.30435,861,255,0
Stari Trg pri Lozu,45.71484,14.47097,864,587,0
Vitanje,46.38167,15.29583,865,453,0
Dragomelj,46.11027,14.58729,866,289,0
Stojnci,46.38111,15.98278,869,210,0
Otiski Vrh,46.57389,15.03278,869,402,0
Nazarje,46.31757,14.94674,872,347,0
Visoko,46.27111,14.41806,877,438,0
Komenda,46.20484,14.53839,881,338,0
Skale,46.3756,15.10466,883,372,0
Vogrsko,45.90611,13.70056,885,75,0
Zgornje Poljcane,46.3025,15.58222,885,271,0
Spuhlja,46.4125,15.915,893,224,0
Pongrac,46.21667,15.13333,895,412,0
Krize,46.34278,14.30139,898,528,0
Doklezovje,46.60333,16.17806,901,182,0
Verzej,46.58361,16.16528,903,182,0
Moravce,46.13694,14.745,903,383,0
Spodnja Besnica,46.25749,14.30572,905,418,0
Lokovica,46.35944,15.05194,906,451,0
Pobrezje,46.38472,15.87861,907,221,0
Pristava,46.34898,14.30026,911,569,0
Pesnica pri Mariboru,46.60694,15.67667,913,257,0
Drenov Gric,45.99778,14.33278,914,292,0
Rovte,45.98528,14.1775,915,694,0
Zgornje Skofije,45.56639,13.79944,917,110,0
Kamnik pod Krimom,45.94659,14.40642,921,503,0
Velika Polana,46.57194,16.34694,929,165,0
Bevke,45.98389,14.35583,929,304,0
,46.61728,15.64797,929,264,0
Spodnja Polskava,46.41056,15.63889,936,262,0
Krcevina pri Vurbergu,46.47528,15.81083,943,351,0
Dobrova,46.0458,14.39186,943,374,0
Podgorje,46.47194,15.08361,946,442,0
Latkova Vas,46.25389,15.09333,952,277,0
Benedikt,46.60861,15.88833,955,242,0
Breg pri Polzeli,46.26958,15.08763,957,279,0
Branik,45.85722,13.78417,960,83,0
Blejska Dobrava,46.4,14.1,962,561,0
Bertoki,45.54556,13.76778,966,18,0
Skoke,46.48578,15.69427,967,260,0
Dobrovnik,46.65139,16.3525,972,174,0
Petrovce,46.24167,15.19,973,249,0
Bukovci,46.38722,15.965,973,215,0
Parecag,45.48202,13.61305,986,18,0
Begunje na Gorenjskem,46.38333,14.21667,988,675,0
Predoslje,46.26582,14.38608,989,419,0
Mirna Pec,45.86028,15.08333,990,236,0
Podgorje,46.21667,14.58333,993,409,0
Brestanica,45.99529,15.4775,993,186,0
Spodnje Gorje,46.41359,14.03537,998,1017,0
Visnja Gora,45.95389,14.74528,1000,382,0
Sentvid pri Sticni,45.95004,14.84344,1002,315,0
Zabukovica,46.21408,15.15954,1009,330,0
Leskovec pri Krskem,45.93566,15.47184,1021,209,0
Fram,46.456,15.63007,1024,322,0
